srcStateName,srcDistrictName,srcYear,Social group type,Land area size,Category of holdings,Net area sown,Area under current fallows,Net area cultivated,Uncultivated area ,YearCode,Year
Karnataka,Kalaburgi,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,27576.525,217.056,27793.581,146.328,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kalaburgi,2015-16,Scheduled Caste,20 & Above,Large,802.081,0,802.081,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kalaburgi,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,15461.572,163.406,15624.978,88.548,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kalaburgi,2015-16,Scheduled Caste,(4.0-5.0),Medium,9382.827,128.215,9511.042,34.28,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kalaburgi,2015-16,Scheduled Caste,(5.0-7.5),Medium,10010.239,168.243,10178.482,95.113,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kalaburgi,2015-16,Scheduled Caste,(7.5-10.0),Medium,4635.915,53.325,4689.24,96.468,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kalaburgi,2015-16,Scheduled Caste,Below 0.5,Marginal,2832.57,96.245,2928.815,9.752,2015,"Agriculture Year (Jul - Jun), 2015"
Andhra Pradesh,Visakhapatnam,2015-16,Scheduled Tribes,(10.0-20.0),Large,4278.205,1571.849,5850.054,1504.116,2015,"Agriculture Year (Jul - Jun), 2015"
Andhra Pradesh,Visakhapatnam,2015-16,Scheduled Tribes,(1.0-2.0),Small,27791.982,11500.466,39292.448,2464.052,2015,"Agriculture Year (Jul - Jun), 2015"
Andhra Pradesh,Visakhapatnam,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,19126.541,8614.005,27740.546,2927.144,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Institutional,(7.5-10.0),Medium,50.671,9.591,60.262,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Institutional,Below 0.5,Marginal,2.966,1.916,4.882,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Others,(0.5-1.0),Marginal,36038.027,944.395,36982.422,4.521,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Others,(10.0-20.0),Large,18145.495,1631.63,19777.125,36.135,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Others,(1.0-2.0),Small,112013.313,1712.781,113726.094,26.993,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Others,(2.0-3.0),Semi-Medium,76696.937,1272.219,77969.156,11.933,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Others,20 & Above,Large,1008.685,767.101,1775.786,24.997,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Others,(3.0-4.0),Semi-Medium,48341.498,1161.139,49502.637,8.784,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Others,(4.0-5.0),Medium,35525.912,779.959,36305.871,2.548,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kalaburgi,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,1021.326,2.503,1023.829,1.039,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kalaburgi,2015-16,Scheduled Tribes,(10.0-20.0),Large,638.534,0,638.534,3.921,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kalaburgi,2015-16,Scheduled Tribes,(1.0-2.0),Small,3337.4,26.444,3363.844,11.297,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kalaburgi,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,2316.336,0.296,2316.632,2.234,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kalaburgi,2015-16,Scheduled Tribes,20 & Above,Large,91.727,0,91.727,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kalaburgi,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,1390.854,1.816,1392.67,9.261,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kalaburgi,2015-16,Scheduled Tribes,(4.0-5.0),Medium,818.536,0,818.536,2.385,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kalaburgi,2015-16,Scheduled Tribes,(5.0-7.5),Medium,1061.737,0,1061.737,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kalaburgi,2015-16,Scheduled Tribes,(7.5-10.0),Medium,758.173,0,758.173,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kalaburgi,2015-16,Scheduled Tribes,Below 0.5,Marginal,194.804,4.328,199.132,0.191,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Institutional,(0.5-1.0),Marginal,29.267,0,29.267,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Institutional,(10.0-20.0),Large,311.461,0,311.461,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Aurangabad,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,6.761,0,6.761,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Aurangabad,2015-16,Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Others,(5.0-7.5),Medium,46985.313,1155.843,48141.156,5.065,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Others,(7.5-10.0),Medium,21109.71,746.072,21855.782,0.133,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Others,Below 0.5,Marginal,4400.546,252.792,4653.338,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Scheduled Caste,(0.5-1.0),Marginal,540.361,54.108,594.469,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Scheduled Caste,(10.0-20.0),Large,81.512,0,81.512,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Scheduled Caste,(1.0-2.0),Small,1291.925,0,1291.925,0.522,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,543.392,70.636,614.028,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Aurangabad,2015-16,Scheduled Tribes,(1.0-2.0),Small,15,0,15,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Aurangabad,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,7,0,7,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Aurangabad,2015-16,Scheduled Tribes,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Aurangabad,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Aurangabad,2015-16,Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Aurangabad,2015-16,Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Aurangabad,2015-16,Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Institutional,(1.0-2.0),Small,114.834,0,114.834,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Institutional,(2.0-3.0),Semi-Medium,55.012,0,55.012,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Institutional,20 & Above,Large,8059.899,0,8059.899,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Institutional,(3.0-4.0),Semi-Medium,41.061,0,41.061,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Institutional,(4.0-5.0),Medium,54.333,3.412,57.745,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Institutional,(5.0-7.5),Medium,75.084,0.405,75.489,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Institutional,(7.5-10.0),Medium,69.494,0,69.494,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Institutional,Below 0.5,Marginal,20.76,0.892,21.652,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Others,(0.5-1.0),Marginal,9742.125,20.295,9762.42,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Others,(10.0-20.0),Large,21286.087,36.387,21322.474,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Others,(1.0-2.0),Small,20597.757,49.397,20647.154,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Others,(2.0-3.0),Semi-Medium,18051.654,20.381,18072.035,4.21,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Others,20 & Above,Large,19465.248,43.856,19509.104,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Others,(3.0-4.0),Semi-Medium,13614.954,37.593,13652.547,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Others,(4.0-5.0),Medium,12859.235,63.639,12922.874,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Others,(5.0-7.5),Medium,19947.45,35.146,19982.596,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Others,(7.5-10.0),Medium,12427.409,14.889,12442.298,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Scheduled Caste,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,452.266,0,452.266,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Scheduled Caste,(4.0-5.0),Medium,311.067,0,311.067,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Scheduled Caste,(5.0-7.5),Medium,303.933,0,303.933,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Scheduled Caste,(7.5-10.0),Medium,196.63,0,196.63,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Scheduled Caste,Below 0.5,Marginal,25.985,2.544,28.529,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,29.789,35.916,65.705,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Scheduled Tribes,(10.0-20.0),Large,14.589,0,14.589,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Others,Below 0.5,Marginal,3494.572,38.201,3532.773,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Scheduled Caste,(0.5-1.0),Marginal,865.688,4.198,869.886,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Scheduled Caste,(10.0-20.0),Large,13.595,0,13.595,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Scheduled Caste,(1.0-2.0),Small,689.614,6.241,695.855,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Aurangabad,2015-16,Scheduled Tribes,Below 0.5,Marginal,9.04,0,9.04,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Institutional,(0.5-1.0),Marginal,13.054,12.024,25.078,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Institutional,(10.0-20.0),Large,0,14.64,14.64,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Institutional,(1.0-2.0),Small,17.328,19.255,36.583,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Institutional,(2.0-3.0),Semi-Medium,49.336,54.866,104.202,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Institutional,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Institutional,(3.0-4.0),Semi-Medium,0,17.717,17.717,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Institutional,(4.0-5.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Institutional,(5.0-7.5),Medium,6.255,0,6.255,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Institutional,(7.5-10.0),Medium,9.51,0,9.51,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Institutional,Below 0.5,Marginal,12.867,8.925,21.792,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Others,(0.5-1.0),Marginal,17151.951,15777.698,32929.649,196.409,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,315.129,0,315.129,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Scheduled Caste,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,147.069,0,147.069,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Scheduled Caste,(4.0-5.0),Medium,99.198,0,99.198,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Scheduled Caste,(5.0-7.5),Medium,99.202,0,99.202,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Scheduled Caste,(7.5-10.0),Medium,39.899,0,39.899,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Scheduled Tribes,(1.0-2.0),Small,191.886,2.611,194.497,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,188.606,0,188.606,0,2015,"Agriculture Year (Jul - Jun), 2015"
Andhra Pradesh,Visakhapatnam,2015-16,Scheduled Tribes,20 & Above,Large,1461.535,415.491,1877.026,396.464,2015,"Agriculture Year (Jul - Jun), 2015"
Andhra Pradesh,Visakhapatnam,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,12264.692,5709.489,17974.181,2572.129,2015,"Agriculture Year (Jul - Jun), 2015"
Andhra Pradesh,Visakhapatnam,2015-16,Scheduled Tribes,(4.0-5.0),Medium,8059.226,3629.126,11688.352,1655.718,2015,"Agriculture Year (Jul - Jun), 2015"
Andhra Pradesh,Visakhapatnam,2015-16,Scheduled Tribes,(5.0-7.5),Medium,10747.562,4725.741,15473.303,2617.967,2015,"Agriculture Year (Jul - Jun), 2015"
Andhra Pradesh,Visakhapatnam,2015-16,Scheduled Tribes,(7.5-10.0),Medium,4030.044,1933.739,5963.783,1508.517,2015,"Agriculture Year (Jul - Jun), 2015"
Andhra Pradesh,Visakhapatnam,2015-16,Scheduled Tribes,Below 0.5,Marginal,7736.181,1430.017,9166.198,113.842,2015,"Agriculture Year (Jul - Jun), 2015"
Andhra Pradesh,Vizianagaram,2015-16,Institutional,(0.5-1.0),Marginal,9.07,0,9.07,0,2015,"Agriculture Year (Jul - Jun), 2015"
Andhra Pradesh,Vizianagaram,2015-16,Institutional,(10.0-20.0),Large,196.061,2.349,198.41,0,2015,"Agriculture Year (Jul - Jun), 2015"
Andhra Pradesh,Vizianagaram,2015-16,Institutional,(1.0-2.0),Small,33.27,0,33.27,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Scheduled Caste,Below 0.5,Marginal,398.976,1.784,400.76,0.123,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,254.091,1.399,255.49,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Scheduled Tribes,(10.0-20.0),Large,69.385,0,69.385,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Scheduled Tribes,(1.0-2.0),Small,357.252,0,357.252,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,109.793,0,109.793,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Scheduled Tribes,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,81.012,0,81.012,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Scheduled Tribes,(4.0-5.0),Medium,74.762,0,74.762,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Scheduled Tribes,(5.0-7.5),Medium,51.531,0,51.531,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Scheduled Tribes,(7.5-10.0),Medium,8.466,0,8.466,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Others,(10.0-20.0),Large,199.86,287.861,487.721,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Others,(1.0-2.0),Small,7067.407,13436.006,20503.413,310.431,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Others,(2.0-3.0),Semi-Medium,4289.341,10048.944,14338.285,192.752,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Others,20 & Above,Large,0,21.22,21.22,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Others,(3.0-4.0),Semi-Medium,2277.215,6381.501,8658.716,147.399,2015,"Agriculture Year (Jul - Jun), 2015"
Andhra Pradesh,Vizianagaram,2015-16,Institutional,(2.0-3.0),Semi-Medium,22.18,0,22.18,0,2015,"Agriculture Year (Jul - Jun), 2015"
Andhra Pradesh,Vizianagaram,2015-16,Institutional,20 & Above,Large,1422.723,0,1422.723,77.017,2015,"Agriculture Year (Jul - Jun), 2015"
Andhra Pradesh,Vizianagaram,2015-16,Institutional,(3.0-4.0),Semi-Medium,32.61,0,32.61,0,2015,"Agriculture Year (Jul - Jun), 2015"
Andhra Pradesh,Vizianagaram,2015-16,Institutional,(4.0-5.0),Medium,22.6,0,22.6,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Scheduled Tribes,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,138.011,0,138.011,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Others,(4.0-5.0),Medium,1275.861,1722.474,2998.335,1.699,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Others,(5.0-7.5),Medium,886.593,1453.465,2340.058,28.826,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Others,(7.5-10.0),Medium,923.002,1233.16,2156.162,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kodagu,2015-16,Scheduled Tribes,Below 0.5,Marginal,96.93,0,96.93,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Institutional,(0.5-1.0),Marginal,39.373,0,39.373,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Institutional,(10.0-20.0),Large,40.333,0,40.333,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Institutional,(1.0-2.0),Small,61.12,22.942,84.062,0.098,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Institutional,(2.0-3.0),Semi-Medium,40.466,0.524,40.99,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Institutional,20 & Above,Large,150.566,0,150.566,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Institutional,(3.0-4.0),Semi-Medium,19.283,0,19.283,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Institutional,(4.0-5.0),Medium,26.374,0,26.374,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Institutional,(5.0-7.5),Medium,35.637,0,35.637,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Institutional,(7.5-10.0),Medium,27.091,0,27.091,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Institutional,Below 0.5,Marginal,6.356,19.29,25.646,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Others,(0.5-1.0),Marginal,37621.001,2552.713,40173.714,220.054,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Others,(10.0-20.0),Large,3247.677,432.292,3679.969,60.949,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Others,(1.0-2.0),Small,52165.358,3650.878,55816.236,311.755,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Others,(2.0-3.0),Semi-Medium,24790.718,1979.233,26769.951,158.149,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Others,20 & Above,Large,933.524,95.071,1028.595,0.072,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Others,(3.0-4.0),Semi-Medium,13349.264,960.107,14309.371,91.226,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Others,(7.5-10.0),Medium,3202.511,357.837,3560.348,27.135,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Others,Below 0.5,Marginal,22296.2,3726.854,26023.054,123.451,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Scheduled Caste,(0.5-1.0),Marginal,9367.995,793.108,10161.103,68.818,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Scheduled Caste,(10.0-20.0),Large,103.182,29.677,132.859,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Scheduled Caste,(1.0-2.0),Small,10674.145,889.635,11563.78,53.231,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Scheduled Tribes,(4.0-5.0),Medium,128.534,0,128.534,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Scheduled Tribes,(5.0-7.5),Medium,100.035,0,100.035,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Scheduled Tribes,(7.5-10.0),Medium,52.358,0,52.358,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Bhavnagar,2015-16,Scheduled Tribes,Below 0.5,Marginal,7.032,0,7.032,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Botad,2015-16,Institutional,(0.5-1.0),Marginal,1.69,0,1.69,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Botad,2015-16,Institutional,(10.0-20.0),Large,107.195,0,107.195,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Botad,2015-16,Institutional,(1.0-2.0),Small,4.085,0,4.085,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Botad,2015-16,Institutional,(2.0-3.0),Semi-Medium,22.193,0,22.193,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Botad,2015-16,Institutional,20 & Above,Large,3029.533,0,3029.533,0,2015,"Agriculture Year (Jul - Jun), 2015"
Gujarat,Botad,2015-16,Institutional,(3.0-4.0),Semi-Medium,15.958,0,15.958,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,3418.834,390.893,3809.727,8.657,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Scheduled Caste,20 & Above,Large,22.707,0,22.707,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Others,Below 0.5,Marginal,30582.189,12839.172,43421.361,292.576,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Scheduled Caste,(0.5-1.0),Marginal,2804.045,853.414,3657.459,7.201,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Scheduled Caste,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Scheduled Caste,(1.0-2.0),Small,1080.526,889.1,1969.626,7.137,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,398.901,130.465,529.366,0.048,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Scheduled Caste,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Banka,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,199.635,103.124,302.759,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,1259.431,124.598,1384.029,14.556,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Scheduled Caste,(4.0-5.0),Medium,519.699,79.492,599.191,0.526,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Scheduled Caste,(5.0-7.5),Medium,458.311,0,458.311,3.77,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Scheduled Caste,(7.5-10.0),Medium,147.378,38.44,185.818,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Scheduled Caste,Below 0.5,Marginal,5134.254,891.793,6026.047,35.186,2015,"Agriculture Year (Jul - Jun), 2015"
Mizoram,Aizawl,2015-16,Others,(2.0-3.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,2468.782,133.614,2602.396,9.17,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Scheduled Tribes,(10.0-20.0),Large,57.344,0,57.344,0,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Scheduled Tribes,(1.0-2.0),Small,3306.757,105.976,3412.733,5.308,2015,"Agriculture Year (Jul - Jun), 2015"
Karnataka,Kolar,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,1265.147,69.226,1334.373,0.849,2015,"Agriculture Year (Jul - Jun), 2015"
